"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Sector Name","Sector Code","Counterpart Sector Name","Counterpart Sector Code","Counterpart Country Name","Counterpart Country Code","Metadata Attribute","Metadata Value","Frequency"
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Mainland","924","Counterpart Country SDMX Code","CN",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Mainland","924","Counterpart Country SDMX Name","China",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Mainland","924","Counterpart Country Short Name","China,P.R.: Mainland",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Christmas Island","814","Counterpart Country Code","814",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Christmas Island","814","Counterpart Country Full Name","Christmas Island",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Christmas Island","814","Counterpart Country ISO 2 Code","CX",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Christmas Island","814","Counterpart Country ISO 3 Code","CXQ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Christmas Island","814","Counterpart Country Name","Christmas Island",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Christmas Island","814","Counterpart Country SDMX Code","CX",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Christmas Island","814","Counterpart Country SDMX Name","Christmas Island",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Christmas Island","814","Counterpart Country Short Name","",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cocos (Keeling) Islands","865","Counterpart Country Code","865",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cocos (Keeling) Islands","865","Counterpart Country Full Name","Cocos (Keeling) Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cocos (Keeling) Islands","865","Counterpart Country ISO 2 Code","CC",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cocos (Keeling) Islands","865","Counterpart Country ISO 3 Code","CCQ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cocos (Keeling) Islands","865","Counterpart Country Name","Cocos (Keeling) Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cocos (Keeling) Islands","865","Counterpart Country SDMX Code","CC",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cocos (Keeling) Islands","865","Counterpart Country SDMX Name","Cocos (Keeling) Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cocos (Keeling) Islands","865","Counterpart Country Short Name","",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Colombia","233","Counterpart Country Code","233",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Colombia","233","Counterpart Country Full Name","Colombia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Colombia","233","Counterpart Country ISO 2 Code","CO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Colombia","233","Counterpart Country ISO 3 Code","COL",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Colombia","233","Counterpart Country Name","Colombia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Colombia","233","Counterpart Country SDMX Code","CO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Colombia","233","Counterpart Country SDMX Name","Colombia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Colombia","233","Counterpart Country Short Name","Colombia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Comoros, Union of the","632","Counterpart Country Code","632",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Comoros, Union of the","632","Counterpart Country Full Name","Comoros, Union of the",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Comoros, Union of the","632","Counterpart Country ISO 2 Code","KM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Comoros, Union of the","632","Counterpart Country ISO 3 Code","COM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Comoros, Union of the","632","Counterpart Country Name","Comoros, Union of the",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Comoros, Union of the","632","Counterpart Country SDMX Code","KM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Comoros, Union of the","632","Counterpart Country SDMX Name","Comoros",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Comoros, Union of the","632","Counterpart Country Short Name","Comoros",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Congo, Dem. Rep. of the","636","Counterpart Country Code","636",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Congo, Dem. Rep. of the","636","Counterpart Country Full Name","Congo, Democratic Republic of the",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Congo, Dem. Rep. of the","636","Counterpart Country ISO 2 Code","CD",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Congo, Dem. Rep. of the","636","Counterpart Country ISO 3 Code","COD",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Congo, Dem. Rep. of the","636","Counterpart Country Name","Congo, Dem. Rep. of the",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Congo, Dem. Rep. of the","636","Counterpart Country SDMX Code","CD",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Congo, Dem. Rep. of the","636","Counterpart Country SDMX Name","Congo, the Democratic Republic of the",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Congo, Dem. Rep. of the","636","Counterpart Country Short Name","Democratic Republic of the Congo",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Congo, Rep. of","634","Counterpart Country Code","634",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Congo, Rep. of","634","Counterpart Country Full Name","Congo, Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Congo, Rep. of","634","Counterpart Country ISO 2 Code","CG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Congo, Rep. of","634","Counterpart Country ISO 3 Code","COG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Congo, Rep. of","634","Counterpart Country Name","Congo, Rep. of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Congo, Rep. of","634","Counterpart Country SDMX Code","CG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Congo, Rep. of","634","Counterpart Country SDMX Name","Congo",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Congo, Rep. of","634","Counterpart Country Short Name","Republic of Congo",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cook Islands","815","Counterpart Country Code","815",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cook Islands","815","Counterpart Country Full Name","Cook Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cook Islands","815","Counterpart Country ISO 2 Code","CK",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cook Islands","815","Counterpart Country ISO 3 Code","COK",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cook Islands","815","Counterpart Country Name","Cook Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cook Islands","815","Counterpart Country SDMX Code","CK",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cook Islands","815","Counterpart Country SDMX Name","Cook Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cook Islands","815","Counterpart Country Short Name","Cook Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Costa Rica","238","Counterpart Country Code","238",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Costa Rica","238","Counterpart Country Full Name","Costa Rica",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Costa Rica","238","Counterpart Country ISO 2 Code","CR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Costa Rica","238","Counterpart Country ISO 3 Code","CRI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Costa Rica","238","Counterpart Country Name","Costa Rica",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Costa Rica","238","Counterpart Country SDMX Code","CR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Costa Rica","238","Counterpart Country SDMX Name","Costa Rica",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Costa Rica","238","Counterpart Country Short Name","Costa Rica",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Côte d'Ivoire","662","Counterpart Country Code","662",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Côte d'Ivoire","662","Counterpart Country Full Name","Côte d'Ivoire",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Côte d'Ivoire","662","Counterpart Country ISO 2 Code","CI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Côte d'Ivoire","662","Counterpart Country ISO 3 Code","CIV",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Côte d'Ivoire","662","Counterpart Country Name","Côte d'Ivoire",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Côte d'Ivoire","662","Counterpart Country SDMX Code","CI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Côte d'Ivoire","662","Counterpart Country SDMX Name","Cote d`Ivoire",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Côte d'Ivoire","662","Counterpart Country Short Name","Côte d'Ivoire",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Croatia, Rep. of","960","Counterpart Country Code","960",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Croatia, Rep. of","960","Counterpart Country Full Name","Croatia, Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Croatia, Rep. of","960","Counterpart Country ISO 2 Code","HR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Croatia, Rep. of","960","Counterpart Country ISO 3 Code","HRV",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Croatia, Rep. of","960","Counterpart Country Name","Croatia, Rep. of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Croatia, Rep. of","960","Counterpart Country SDMX Code","HR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Croatia, Rep. of","960","Counterpart Country SDMX Name","Croatia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Croatia, Rep. of","960","Counterpart Country Short Name","Croatia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cuba","928","Counterpart Country Code","928",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cuba","928","Counterpart Country Full Name","Cuba",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cuba","928","Counterpart Country ISO 2 Code","CU",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cuba","928","Counterpart Country ISO 3 Code","CUB",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cuba","928","Counterpart Country Name","Cuba",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cuba","928","Counterpart Country SDMX Code","CU",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cuba","928","Counterpart Country SDMX Name","Cuba",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cuba","928","Counterpart Country Short Name","Cuba",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Curaçao and Sint Maarten","355","Counterpart Country Code","355",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Curaçao and Sint Maarten","355","Counterpart Country Full Name","Curaçao and Sint Maarten",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Curaçao and Sint Maarten","355","Counterpart Country ISO 2 Code","",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Curaçao and Sint Maarten","355","Counterpart Country ISO 3 Code","CMQ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Curaçao and Sint Maarten","355","Counterpart Country Name","Curaçao and Sint Maarten",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Curaçao and Sint Maarten","355","Counterpart Country SDMX Code","1C_355",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Curaçao and Sint Maarten","355","Counterpart Country SDMX Name","Curacao & St. Maarten",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Curaçao and Sint Maarten","355","Counterpart Country Short Name","",""
